Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Loan_to_Income_Ratio
LP001258,Female,Yes,0,Not Graduate,No,7397,1009,324.5,360.0,1.0,Urban,Y,8406,38.6034
LP001259,Male,Yes,0,Graduate,No,2122,0,183.4,360.0,1.0,Rural,Y,2122,86.4279
LP001260,Male,No,0,Not Graduate,No,6194,3182,274.8,180.0,1.0,Semiurban,Y,9376,29.3089
LP001261,Male,Yes,1,Graduate,No,6472,1356,309.1,360.0,1.0,Semiurban,Y,7828,39.4865
LP001262,Male,Yes,0,Graduate,No,2927,0,184.7,360.0,1.0,Rural,Y,2927,63.1022
LP001263,Male,Yes,0,Graduate,No,6305,1410,340.2,360.0,1.0,Urban,N,7715,44.0959
LP001264,Male,No,0,Not Graduate,Yes,5199,0,197.2,360.0,1.0,Semiurban,N,5199,37.9304
LP001265,Male,No,0,Graduate,No,3218,0,205.8,360.0,1.0,Semiurban,Y,3218,63.9528
LP001266,Female,Yes,0,Not Graduate,Yes,2428,0,165.2,360.0,1.0,Rural,N,2428,68.0395
LP001267,Male,Yes,0,Not Graduate,No,1500,0,112.8,360.0,1.0,Urban,N,1500,75.2
LP001268,Male,Yes,1,Graduate,No,5485,554,249.6,480.0,1.0,Urban,Y,6039,41.3313
LP001269,Male,No,1,Not Graduate,No,1739,845,152.5,360.0,0.0,Semiurban,N,2584,59.017
LP001270,Male,Yes,1,Graduate,No,4708,467,242.4,180.0,1.0,Urban,Y,5175,46.8406
LP001271,Male,Yes,0,Graduate,No,3796,0,236.2,360.0,1.0,Rural,Y,3796,62.2234
LP001272,Female,No,0,Graduate,No,6684,0,274.2,360.0,1.0,Semiurban,Y,6684,41.0233
LP001273,Female,Yes,2,Not Graduate,No,3709,1589,250.9,360.0,0.0,Urban,N,5298,47.3575
LP001274,Female,No,0,Graduate,No,3649,963,222.6,360.0,0.0,Rural,N,4612,48.2654
LP001275,Female,Yes,0,Graduate,No,6898,0,214.0,360.0,1.0,Semiurban,Y,6898,31.0235
LP001276,Male,Yes,0,Graduate,No,5437,2765,258.0,360.0,1.0,Urban,Y,8202,31.4557
LP001277,Male,Yes,0,Graduate,No,5375,1359,265.7,360.0,1.0,Urban,Y,6734,39.4565
LP001278,Female,No,0,Graduate,No,5893,2493,271.6,360.0,1.0,Urban,Y,8386,32.3873
LP001279,Male,No,0,Not Graduate,No,1769,1075,147.9,360.0,1.0,Urban,Y,2844,52.0042
LP001280,Male,No,1,Not Graduate,Yes,7002,0,272.5,360.0,1.0,Semiurban,N,7002,38.9175
LP001281,Female,Yes,0,Graduate,No,6421,0,239.1,360.0,0.0,Urban,Y,6421,37.2372
LP001282,Female,No,1,Not Graduate,No,2416,3011,212.7,360.0,1.0,Urban,Y,5427,39.1929
LP001283,Male,Yes,2,Graduate,No,3841,0,198.1,360.0,0.0,Urban,Y,3841,51.5751
LP001284,Male,Yes,2,Not Graduate,No,4343,2392,221.6,360.0,1.0,Semiurban,Y,6735,32.9027
LP001285,Male,No,1,Graduate,No,4102,1688,296.1,360.0,1.0,Urban,Y,5790,51.1399
LP001286,Male,Yes,3+,Graduate,No,5433,0,280.2,360.0,1.0,Rural,Y,5433,51.5737
LP001287,Male,Yes,0,Graduate,No,10496,1590,391.5,360.0,1.0,Urban,Y,12086,32.3929
LP001288,Male,Yes,0,Not Graduate,No,8510,0,245.3,360.0,1.0,Rural,Y,8510,28.8249
LP001289,Male,Yes,0,Graduate,No,2023,2318,241.4,360.0,1.0,Urban,N,4341,55.6093
LP001290,Male,Yes,1,Graduate,No,6459,996,320.5,60.0,0.0,Rural,N,7455,42.9913
LP001291,Male,Yes,3+,Graduate,No,9871,981,380.4,360.0,0.0,Rural,N,10852,35.0534
LP001292,Male,Yes,0,Graduate,No,5608,755,213.1,360.0,1.0,Semiurban,Y,6363,33.4905
LP001293,Male,No,3+,Graduate,No,8557,651,332.6,360.0,0.0,Urban,N,9208,36.1208
LP001294,Female,No,0,Graduate,No,14873,852,470.4,360.0,0.0,Urban,N,15725,29.9141
LP001295,Male,Yes,3+,Not Graduate,No,8219,2234,344.1,360.0,1.0,Urban,Y,10453,32.9188
LP001296,Male,Yes,0,Graduate,No,5164,0,249.3,360.0,1.0,Semiurban,Y,5164,48.2765
LP001297,Male,Yes,0,Graduate,No,8325,0,290.8,360.0,1.0,Rural,Y,8325,34.9309
LP001298,Male,Yes,0,Graduate,No,4850,0,229.3,360.0,1.0,Semiurban,N,4850,47.2784
LP001299,Male,Yes,0,Not Graduate,No,4511,0,171.4,360.0,1.0,Urban,Y,4511,37.996
LP001300,Male,Yes,0,Not Graduate,Yes,3601,3160,284.4,360.0,1.0,Urban,Y,6761,42.0648
LP001301,Male,Yes,0,Graduate,No,11362,3524,319.9,360.0,1.0,Semiurban,Y,14886,21.49
LP001302,Male,Yes,2,Graduate,No,2721,996,192.2,360.0,1.0,Rural,N,3717,51.7084
LP001303,Male,Yes,0,Graduate,Yes,11152,0,310.4,360.0,1.0,Rural,N,11152,27.8336
LP001304,Male,Yes,0,Graduate,No,6002,1097,279.6,180.0,1.0,Urban,Y,7099,39.3858
LP001305,Male,No,1,Not Graduate,No,1920,0,118.3,360.0,0.0,Urban,N,1920,61.6146
LP001306,Male,No,1,Graduate,No,5544,824,282.3,180.0,1.0,Semiurban,N,6368,44.331
LP001307,Female,Yes,0,Graduate,No,1500,569,168.0,360.0,1.0,Rural,Y,2069,81.1986
LP001308,Male,No,0,Graduate,No,6472,0,220.8,360.0,1.0,Semiurban,Y,6472,34.1162
LP001309,Male,Yes,0,Not Graduate,No,7563,0,249.8,360.0,1.0,Urban,Y,7563,33.0292
LP001310,Female,No,0,Graduate,No,3116,0,151.7,360.0,1.0,Rural,Y,3116,48.6842
LP001311,Male,No,1,Graduate,No,4789,872,287.1,360.0,1.0,Semiurban,Y,5661,50.7154
LP001312,Male,Yes,0,Graduate,No,14364,1510,414.8,360.0,1.0,Rural,Y,15874,26.1308
LP001313,Male,Yes,0,Not Graduate,No,3283,2412,241.6,360.0,0.0,Semiurban,N,5695,42.4232
LP001314,Male,Yes,1,Graduate,No,2355,0,129.1,360.0,1.0,Rural,Y,2355,54.8195
LP001315,Female,Yes,0,Graduate,No,10818,2270,397.5,360.0,1.0,Semiurban,Y,13088,30.3713
LP001316,Female,Yes,0,Graduate,No,14437,1250,476.2,360.0,1.0,Urban,N,15687,30.3563
LP001317,Male,Yes,0,Graduate,No,4456,4537,354.9,360.0,1.0,Semiurban,Y,8993,39.464
LP001318,Male,Yes,3+,Graduate,No,8159,0,310.6,480.0,1.0,Rural,Y,8159,38.0684
LP001319,Male,No,0,Graduate,No,9945,0,260.6,360.0,1.0,Urban,N,9945,26.2041
LP001320,Male,No,2,Graduate,No,2848,4570,229.8,180.0,1.0,Semiurban,N,7418,30.9787
LP001321,Male,Yes,0,Graduate,No,3323,0,148.4,360.0,1.0,Urban,Y,3323,44.6584
LP001322,Male,Yes,0,Graduate,No,9307,0,278.4,360.0,1.0,Urban,Y,9307,29.913
LP001323,Male,Yes,1,Not Graduate,No,12222,0,298.9,360.0,1.0,Urban,Y,12222,24.4559
LP001324,Male,Yes,3+,Graduate,No,6233,4126,294.1,360.0,0.0,Rural,N,10359,28.3908
LP001325,Male,No,1,Not Graduate,No,2623,737,178.4,360.0,1.0,Urban,N,3360,53.0952
LP001326,Female,Yes,2,Graduate,No,14650,1013,489.9,360.0,1.0,Semiurban,Y,15663,31.2775
LP001327,Male,Yes,2,Graduate,Yes,3233,1512,235.3,360.0,1.0,Semiurban,Y,4745,49.589
LP001328,Male,Yes,0,Graduate,No,3637,4752,343.7,180.0,1.0,Urban,Y,8389,40.9703
LP001329,Male,Yes,0,Graduate,No,5461,0,263.5,360.0,1.0,Urban,Y,5461,48.2512
LP001330,Male,No,1,Graduate,Yes,11299,1014,296.1,360.0,1.0,Semiurban,Y,12313,24.0478
LP001331,Male,No,0,Graduate,No,7423,0,310.5,360.0,0.0,Semiurban,N,7423,41.8294
LP001332,Male,Yes,2,Graduate,No,5703,1299,243.7,360.0,1.0,Urban,Y,7002,34.8043
LP001333,Male,Yes,3+,Not Graduate,No,5872,0,265.0,360.0,1.0,Rural,Y,5872,45.1294
LP001334,Male,Yes,0,Graduate,No,4564,0,203.4,360.0,1.0,Semiurban,Y,4564,44.5662
LP001335,Male,No,0,Not Graduate,No,6216,0,315.1,360.0,1.0,Urban,Y,6216,50.6918
LP001336,Male,No,2,Graduate,No,1500,0,112.1,360.0,1.0,Rural,Y,1500,74.7333
LP001337,Male,Yes,0,Graduate,No,3722,0,178.1,180.0,1.0,Rural,Y,3722,47.8506
LP001338,Female,Yes,2,Graduate,No,5139,0,279.3,360.0,1.0,Semiurban,N,5139,54.3491
LP001339,Male,No,0,Graduate,No,2229,1445,153.8,360.0,0.0,Urban,Y,3674,41.8617
LP001340,Male,Yes,1,Graduate,No,5607,1799,305.1,360.0,1.0,Rural,N,7406,41.1963
LP001341,Male,No,0,Graduate,No,3933,732,245.1,360.0,0.0,Semiurban,N,4665,52.5402
LP001342,Male,Yes,1,Graduate,No,12749,1384,446.4,360.0,1.0,Urban,Y,14133,31.5857
LP001343,Male,Yes,0,Graduate,No,11427,2823,472.9,360.0,1.0,Semiurban,N,14250,33.186
LP001344,Male,Yes,1,Graduate,No,3362,4950,361.3,360.0,1.0,Urban,N,8312,43.4673
LP001345,Male,Yes,0,Not Graduate,No,4062,920,183.4,360.0,1.0,Urban,N,4982,36.8125
LP001346,Male,Yes,2,Not Graduate,No,4254,0,243.5,360.0,1.0,Rural,Y,4254,57.2402
LP001347,Male,No,2,Graduate,Yes,3391,0,202.0,360.0,1.0,Semiurban,Y,3391,59.5694
LP001348,Male,Yes,0,Not Graduate,Yes,4999,752,263.2,360.0,1.0,Urban,Y,5751,45.766
LP001349,Male,Yes,0,Graduate,No,2821,3022,205.8,360.0,0.0,Urban,N,5843,35.2216
LP001350,Male,Yes,0,Graduate,No,2256,1203,204.4,300.0,1.0,Urban,Y,3459,59.0922
LP001351,Male,Yes,1,Not Graduate,No,6461,0,319.4,180.0,1.0,Rural,N,6461,49.4351
LP001352,Male,Yes,1,Graduate,No,6488,0,311.5,360.0,1.0,Urban,Y,6488,48.0117
LP001353,Female,Yes,0,Graduate,No,2744,1149,197.1,360.0,1.0,Rural,Y,3893,50.6293
LP001354,Male,No,0,Graduate,No,7609,0,223.3,360.0,1.0,Urban,N,7609,29.3468
LP001355,Male,Yes,0,Graduate,No,3044,1718,210.0,360.0,1.0,Urban,Y,4762,44.0991
LP001356,Male,Yes,1,Graduate,No,5176,1540,306.5,360.0,1.0,Rural,Y,6716,45.6373
LP001357,Male,Yes,0,Not Graduate,No,7275,1200,327.0,360.0,1.0,Semiurban,N,8475,38.5841
LP001358,Male,No,0,Graduate,No,4358,2499,264.1,360.0,1.0,Semiurban,Y,6857,38.5154
LP001359,Male,No,0,Graduate,No,5842,6358,285.3,180.0,1.0,Urban,Y,12200,23.3852
LP001360,Female,No,1,Not Graduate,No,3262,2203,232.2,360.0,1.0,Urban,N,5465,42.4886
LP001361,Male,Yes,0,Graduate,No,3952,4012,285.9,360.0,1.0,Rural,N,7964,35.899
LP001362,Male,Yes,0,Graduate,No,3930,755,266.5,360.0,0.0,Rural,N,4685,56.8837
LP001363,Male,Yes,1,Graduate,No,2841,0,184.5,360.0,1.0,Urban,Y,2841,64.9419
LP001364,Male,Yes,1,Graduate,No,3999,0,187.7,360.0,0.0,Urban,N,3999,46.9367
LP001365,Male,Yes,0,Not Graduate,No,1756,0,137.8,360.0,0.0,Urban,Y,1756,78.4738
LP001366,Female,Yes,0,Graduate,Yes,3312,1190,174.4,120.0,1.0,Semiurban,Y,4502,38.7383
LP001367,Male,Yes,0,Not Graduate,No,3748,4602,361.8,360.0,1.0,Rural,Y,8350,43.3293
LP001368,Female,Yes,1,Graduate,No,3813,3885,266.7,360.0,1.0,Rural,Y,7698,34.6454
LP001369,Female,No,1,Not Graduate,No,3847,0,199.5,360.0,1.0,Urban,Y,3847,51.8586
LP001370,Male,Yes,0,Graduate,No,4285,0,198.5,360.0,1.0,Semiurban,Y,4285,46.3244
LP001371,Male,Yes,0,Not Graduate,Yes,5929,1741,308.6,360.0,1.0,Semiurban,Y,7670,40.2347
LP001372,Male,No,0,Graduate,No,7515,0,302.8,120.0,1.0,Semiurban,Y,7515,40.2927
LP001373,Male,Yes,3+,Not Graduate,No,3011,2259,259.4,360.0,1.0,Rural,N,5270,49.222
LP001374,Male,No,0,Graduate,No,2160,549,151.1,360.0,1.0,Semiurban,Y,2709,55.777
LP001375,Male,Yes,0,Graduate,No,2379,1071,174.7,360.0,0.0,Rural,N,3450,50.6377
LP001376,Male,Yes,0,Not Graduate,No,3319,0,154.9,36.0,1.0,Urban,Y,3319,46.6707
LP001377,Male,No,0,Graduate,No,3600,0,209.0,360.0,1.0,Rural,Y,3600,58.0556
LP001378,Female,No,0,Not Graduate,No,2801,0,135.5,360.0,1.0,Urban,N,2801,48.3756
LP001379,Male,No,0,Graduate,No,2043,1783,210.1,360.0,0.0,Urban,N,3826,54.9137
LP001380,Female,Yes,0,Graduate,No,3382,2208,284.5,360.0,1.0,Urban,Y,5590,50.8945
LP001381,Male,Yes,2,Graduate,Yes,4958,0,270.1,360.0,1.0,Rural,N,4958,54.4776
LP001382,Male,Yes,0,Graduate,No,6355,3245,310.9,360.0,1.0,Urban,Y,9600,32.3854
LP001383,Male,Yes,0,Graduate,No,3182,3004,250.8,360.0,1.0,Urban,Y,6186,40.5432
LP001384,Male,No,2,Graduate,No,3471,0,154.1,360.0,1.0,Urban,Y,3471,44.3964
LP001385,Female,Yes,1,Graduate,No,2550,525,194.4,360.0,1.0,Semiurban,Y,3075,63.2195
LP001386,Male,No,0,Graduate,No,4363,1517,286.2,360.0,1.0,Urban,Y,5880,48.6735
LP001387,Female,Yes,0,Graduate,No,2672,0,148.2,360.0,1.0,Rural,Y,2672,55.4641
LP001388,Male,Yes,0,Graduate,Yes,6272,0,248.0,360.0,1.0,Semiurban,Y,6272,39.5408
LP001389,Male,Yes,1,Graduate,No,1523,3285,260.6,360.0,1.0,Semiurban,N,4808,54.2013
LP001390,Male,No,0,Graduate,No,3583,2698,302.4,360.0,1.0,Semiurban,Y,6281,48.1452
LP001391,Female,No,1,Graduate,No,5327,2606,255.2,360.0,1.0,Urban,Y,7933,32.1694
LP001392,Male,No,0,Not Graduate,No,4965,1353,264.4,360.0,1.0,Semiurban,N,6318,41.8487
LP001393,Male,No,2,Not Graduate,No,22377,1824,433.8,360.0,1.0,Urban,Y,24201,17.9249
LP001394,Male,No,0,Graduate,No,5485,0,196.5,60.0,1.0,Semiurban,N,5485,35.825
LP001395,Male,No,0,Graduate,No,2434,1032,227.6,12.0,1.0,Semiurban,N,3466,65.6665
LP001396,Male,Yes,0,Not Graduate,No,4199,6187,380.2,360.0,1.0,Rural,Y,10386,36.607
LP001397,Female,Yes,3+,Graduate,No,1531,0,142.4,360.0,1.0,Semiurban,N,1531,93.0111
LP001398,Female,Yes,0,Graduate,No,4237,5053,248.0,360.0,1.0,Rural,N,9290,26.6954
LP001399,Male,No,1,Graduate,Yes,2697,746,221.0,360.0,0.0,Semiurban,N,3443,64.1882
LP001400,Male,No,0,Not Graduate,No,7701,0,249.8,360.0,1.0,Urban,Y,7701,32.4373
LP001401,Male,Yes,0,Graduate,No,3197,1193,199.7,360.0,1.0,Semiurban,N,4390,45.4897
LP001402,Male,No,0,Graduate,No,4146,0,213.8,360.0,1.0,Semiurban,N,4146,51.5678
LP001403,Female,No,0,Not Graduate,No,3037,0,145.3,360.0,1.0,Rural,Y,3037,47.8433
LP001404,Male,Yes,2,Not Graduate,No,12623,0,408.4,360.0,0.0,Rural,N,12623,32.3536
LP001405,Female,Yes,0,Graduate,No,3667,1106,233.1,360.0,1.0,Semiurban,Y,4773,48.8372
LP001406,Male,No,1,Graduate,Yes,13353,699,329.5,360.0,1.0,Urban,N,14052,23.4486
LP001407,Female,Yes,2,Not Graduate,No,7248,0,236.9,300.0,1.0,Urban,Y,7248,32.6849
LP001408,Male,No,3+,Graduate,No,5938,1879,245.5,36.0,1.0,Semiurban,Y,7817,31.4059
LP001409,Male,Yes,0,Graduate,No,5548,0,192.6,360.0,1.0,Semiurban,Y,5548,34.7152
LP001410,Female,No,0,Graduate,No,5632,3884,249.8,360.0,1.0,Rural,Y,9516,26.2505
LP001411,Male,No,0,Not Graduate,No,1500,1916,219.8,360.0,1.0,Rural,Y,3416,64.3443
LP001412,Male,No,0,Graduate,No,3761,7323,266.0,360.0,1.0,Rural,Y,11084,23.9986
LP001413,Female,Yes,3+,Not Graduate,No,7384,2337,253.7,360.0,1.0,Rural,N,9721,26.0981
LP001414,Female,No,0,Not Graduate,No,4318,0,220.7,360.0,1.0,Urban,N,4318,51.1116
LP001415,Male,No,2,Graduate,No,1913,0,163.1,360.0,0.0,Semiurban,N,1913,85.2588
LP001416,Male,Yes,0,Graduate,Yes,4309,1662,231.1,360.0,1.0,Semiurban,Y,5971,38.7037
LP001417,Male,No,1,Graduate,Yes,12362,1578,357.1,84.0,1.0,Semiurban,Y,13940,25.6169
LP001418,Male,Yes,0,Graduate,Yes,9396,0,329.0,360.0,1.0,Urban,Y,9396,35.0149
LP001419,Male,Yes,2,Graduate,No,4284,0,190.6,360.0,1.0,Rural,Y,4284,44.4911
LP001420,Male,Yes,0,Graduate,No,7870,0,225.3,36.0,1.0,Rural,Y,7870,28.6277
LP001421,Male,Yes,2,Graduate,No,3569,2254,274.9,360.0,0.0,Rural,N,5823,47.2093
LP001422,Female,Yes,2,Not Graduate,No,1599,0,137.5,360.0,1.0,Rural,Y,1599,85.9912
LP001423,Male,No,1,Graduate,No,2553,5823,308.5,360.0,1.0,Rural,Y,8376,36.8314
LP001424,Male,Yes,0,Graduate,No,11358,3719,443.6,12.0,1.0,Semiurban,Y,15077,29.4223
LP001425,Male,No,0,Graduate,No,3772,3403,297.6,36.0,1.0,Rural,Y,7175,41.4774
LP001426,Male,Yes,0,Graduate,No,3842,0,174.1,360.0,1.0,Urban,N,3842,45.3149
LP001427,Male,Yes,0,Graduate,Yes,3714,2622,241.1,360.0,1.0,Semiurban,Y,6336,38.0524
LP001428,Male,Yes,0,Graduate,No,13939,0,317.5,360.0,1.0,Rural,Y,13939,22.7778
LP001429,Female,No,3+,Graduate,No,11796,786,302.3,360.0,1.0,Rural,Y,12582,24.0264
LP001430,Male,Yes,0,Graduate,No,16835,1564,476.7,360.0,1.0,Semiurban,Y,18399,25.909
LP001431,Male,Yes,0,Graduate,Yes,4042,0,240.8,360.0,1.0,Semiurban,Y,4042,59.5745
LP001432,Male,No,0,Graduate,No,5310,2605,350.9,360.0,1.0,Urban,Y,7915,44.3335
LP001433,Male,Yes,0,Graduate,No,1790,4727,277.9,300.0,1.0,Urban,Y,6517,42.6423
LP001434,Male,Yes,1,Not Graduate,No,10787,1315,305.4,360.0,1.0,Rural,Y,12102,25.2355
LP001435,Male,Yes,0,Graduate,Yes,2206,0,124.9,360.0,1.0,Semiurban,Y,2206,56.6183
LP001436,Male,No,3+,Graduate,No,5064,1497,301.3,360.0,1.0,Semiurban,N,6561,45.9229
LP001437,Male,Yes,0,Graduate,No,2302,3787,262.8,360.0,1.0,Semiurban,Y,6089,43.1598
LP001438,Male,No,0,Graduate,No,3123,2911,266.2,360.0,1.0,Semiurban,Y,6034,44.1167
LP001439,Female,Yes,2,Graduate,No,2690,2696,269.5,360.0,1.0,Semiurban,Y,5386,50.0371
LP001440,Male,No,0,Graduate,No,3087,0,197.5,360.0,1.0,Rural,Y,3087,63.978
LP001441,Male,No,3+,Graduate,Yes,3218,816,238.3,360.0,1.0,Semiurban,Y,4034,59.0729
LP001442,Male,Yes,0,Graduate,No,3200,2866,201.3,360.0,1.0,Urban,Y,6066,33.185
LP001443,Male,Yes,2,Graduate,No,7331,1114,332.8,360.0,1.0,Semiurban,Y,8445,39.4079
LP001444,Male,No,0,Graduate,No,2291,9217,405.1,180.0,1.0,Semiurban,Y,11508,35.2016
LP001445,Male,Yes,2,Graduate,No,5076,0,208.7,360.0,1.0,Rural,Y,5076,41.1151
LP001446,Female,Yes,2,Not Graduate,No,9235,0,332.6,360.0,0.0,Urban,Y,9235,36.0152
LP001447,Female,Yes,2,Graduate,No,3268,0,169.9,360.0,1.0,Rural,N,3268,51.989
LP001448,Male,No,2,Graduate,No,2890,0,211.6,360.0,1.0,Urban,Y,2890,73.218
LP001449,Male,No,0,Graduate,No,3872,1689,190.2,360.0,1.0,Semiurban,Y,5561,34.2025
LP001450,Male,No,0,Graduate,No,9025,0,320.1,360.0,1.0,Urban,Y,9025,35.4681
LP001451,Male,Yes,0,Graduate,No,4996,0,194.4,360.0,1.0,Semiurban,Y,4996,38.9111
LP001452,Male,Yes,0,Graduate,No,3233,1197,237.5,360.0,1.0,Rural,Y,4430,53.6117
LP001453,Male,No,1,Graduate,No,5945,7504,320.5,180.0,1.0,Semiurban,Y,13449,23.8308
LP001454,Male,Yes,0,Graduate,No,2295,2068,188.5,360.0,1.0,Urban,N,4363,43.2042
LP001455,Female,Yes,0,Graduate,No,6692,3422,249.8,360.0,1.0,Semiurban,Y,10114,24.6984
LP001456,Male,Yes,1,Graduate,No,5682,0,291.9,180.0,1.0,Urban,Y,5682,51.3728
LP001457,Male,Yes,2,Graduate,No,3697,2576,223.2,480.0,1.0,Rural,Y,6273,35.5811
LP001458,Male,Yes,0,Graduate,No,2688,2484,249.8,360.0,1.0,Urban,Y,5172,48.2985
LP001459,Male,Yes,2,Graduate,No,2612,0,186.0,360.0,1.0,Urban,Y,2612,71.2098
LP001460,Male,Yes,3+,Not Graduate,No,6129,8190,389.0,360.0,1.0,Rural,Y,14319,27.1667
LP001461,Male,Yes,0,Graduate,No,9296,4931,461.3,360.0,1.0,Urban,Y,14227,32.4243
LP001462,Male,No,1,Graduate,No,3033,0,149.8,360.0,0.0,Semiurban,N,3033,49.39
LP001463,Male,Yes,2,Graduate,Yes,5854,0,265.4,360.0,1.0,Semiurban,Y,5854,45.3365
LP001464,Male,Yes,0,Not Graduate,No,1500,0,110.4,360.0,1.0,Urban,Y,1500,73.6
LP001465,Male,No,0,Graduate,No,3131,0,153.0,360.0,1.0,Rural,N,3131,48.8662
LP001466,Female,Yes,0,Graduate,No,4364,2563,293.4,120.0,0.0,Semiurban,N,6927,42.356
LP001467,Male,No,0,Graduate,No,2576,2284,236.4,360.0,1.0,Semiurban,N,4860,48.642
LP001468,Male,No,0,Graduate,No,2535,0,182.9,360.0,1.0,Rural,Y,2535,72.1499
LP001469,Female,Yes,0,Graduate,No,2978,5503,273.0,360.0,1.0,Semiurban,Y,8481,32.1896
LP001470,Male,Yes,0,Graduate,No,5299,2974,288.5,36.0,1.0,Urban,Y,8273,34.8725
LP001471,Female,No,0,Not Graduate,Yes,3974,958,218.3,360.0,1.0,Semiurban,Y,4932,44.262
LP001472,Male,No,3+,Graduate,No,1500,5186,325.1,360.0,1.0,Rural,N,6686,48.624
LP001473,Female,Yes,0,Graduate,No,1500,0,113.8,300.0,1.0,Semiurban,Y,1500,75.8667
LP001474,Male,Yes,3+,Not Graduate,No,3089,18150,428.8,360.0,1.0,Urban,N,21239,20.1893
LP001475,Female,Yes,0,Graduate,No,5852,910,249.3,360.0,0.0,Semiurban,N,6762,36.8678
LP001476,Male,Yes,0,Graduate,No,1500,2368,208.2,360.0,1.0,Urban,N,3868,53.8263
LP001477,Male,Yes,0,Graduate,No,3295,465,176.5,360.0,1.0,Rural,Y,3760,46.9415
LP001478,Male,No,0,Graduate,No,3242,0,220.5,360.0,1.0,Urban,Y,3242,68.0136
LP001479,Male,No,0,Graduate,No,10229,1361,312.0,360.0,1.0,Urban,Y,11590,26.9198
LP001480,Female,Yes,1,Not Graduate,No,3529,0,228.3,360.0,1.0,Urban,Y,3529,64.6925
LP001481,Male,Yes,0,Graduate,No,5595,1161,218.2,360.0,1.0,Semiurban,Y,6756,32.2972
LP001482,Male,Yes,1,Graduate,No,4840,612,257.3,360.0,1.0,Rural,Y,5452,47.1937
LP001483,Male,Yes,1,Graduate,No,1500,0,149.5,360.0,1.0,Semiurban,N,1500,99.6667
LP001484,Male,Yes,0,Not Graduate,No,7050,501,239.2,360.0,1.0,Rural,Y,7551,31.6779
LP001485,Male,Yes,0,Not Graduate,No,5060,0,281.2,240.0,1.0,Semiurban,N,5060,55.5731
LP001486,Male,No,2,Not Graduate,No,6032,470,256.4,180.0,1.0,Semiurban,N,6502,39.434
LP001487,Female,Yes,0,Graduate,No,46898,2038,700.0,360.0,1.0,Semiurban,Y,48936,14.3044
LP001488,Male,Yes,0,Graduate,No,1500,466,155.9,360.0,1.0,Urban,N,1966,79.2981
LP001489,Male,No,0,Graduate,No,12516,1596,350.7,360.0,1.0,Urban,Y,14112,24.8512
LP001490,Female,No,0,Graduate,No,3742,6312,279.0,360.0,1.0,Rural,N,10054,27.7501
LP001491,Female,No,1,Graduate,No,5283,2572,262.0,360.0,1.0,Semiurban,Y,7855,33.3546
LP001492,Male,Yes,0,Graduate,No,4327,1091,194.3,300.0,1.0,Semiurban,Y,5418,35.8619
LP001493,Male,Yes,0,Graduate,No,3447,1955,199.6,180.0,1.0,Rural,Y,5402,36.9493
LP001494,Male,Yes,0,Graduate,No,3159,0,149.3,360.0,1.0,Rural,Y,3159,47.2618
LP001495,Male,No,0,Graduate,Yes,5419,2781,283.8,360.0,0.0,Semiurban,N,8200,34.6098
LP001496,Male,No,0,Graduate,Yes,1789,0,156.2,360.0,1.0,Urban,Y,1789,87.3113
LP001497,Male,Yes,0,Graduate,No,6976,3025,271.2,360.0,1.0,Semiurban,Y,10001,27.1173
LP001498,Male,No,1,Graduate,No,3464,0,158.6,360.0,1.0,Rural,N,3464,45.7852
LP001499,Male,Yes,0,Graduate,No,2257,0,164.6,360.0,1.0,Rural,Y,2257,72.9287
LP001500,Female,Yes,0,Graduate,Yes,3394,1419,194.0,360.0,1.0,Rural,Y,4813,40.3075
LP001501,Male,Yes,0,Graduate,No,9454,3112,296.7,360.0,1.0,Rural,Y,12566,23.6113
LP001502,Male,Yes,2,Graduate,No,3225,0,156.2,360.0,1.0,Semiurban,Y,3225,48.4341
LP001503,Male,Yes,1,Graduate,Yes,5514,0,288.5,360.0,1.0,Rural,N,5514,52.3214
LP001504,Male,Yes,0,Not Graduate,No,2868,1002,232.2,180.0,1.0,Urban,Y,3870,60.0
LP001505,Female,No,1,Graduate,No,7007,2296,292.4,180.0,1.0,Semiurban,Y,9303,31.4307
LP001506,Male,Yes,0,Graduate,No,6709,0,285.3,360.0,1.0,Urban,Y,6709,42.525
LP001507,Male,Yes,0,Graduate,No,13482,0,383.9,360.0,1.0,Rural,Y,13482,28.475
LP001508,Female,No,0,Graduate,No,4002,1427,259.0,360.0,0.0,Rural,N,5429,47.7068
LP001509,Female,No,2,Graduate,No,6642,0,287.2,180.0,1.0,Semiurban,Y,6642,43.24
LP001510,Female,No,0,Graduate,Yes,4716,1390,269.0,360.0,1.0,Rural,N,6106,44.055
LP001511,Male,No,0,Not Graduate,No,9677,1878,311.6,360.0,1.0,Rural,Y,11555,26.9667
LP001512,Male,No,0,Graduate,No,2889,9126,249.8,360.0,1.0,Semiurban,N,12015,20.7907
LP001513,Male,Yes,0,Not Graduate,No,6953,0,265.4,360.0,0.0,Urban,Y,6953,38.1706
LP001514,Female,Yes,2,Graduate,Yes,3956,546,249.8,360.0,0.0,Rural,N,4502,55.4865
LP001515,Female,Yes,2,Graduate,No,4279,3458,295.0,360.0,1.0,Urban,N,7737,38.1285
