Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001302,Male,Yes,2,Graduate,No,2721,996,192.2,360.0,1.0,Rural,N
LP001303,Male,Yes,0,Graduate,Yes,11152,0,310.4,360.0,1.0,Rural,N
LP001304,Male,Yes,0,Graduate,No,6002,1097,279.6,180.0,1.0,Urban,Y
LP001305,Male,No,1,Not Graduate,No,1920,0,118.3,360.0,0.0,Urban,N
LP001306,Male,No,1,Graduate,No,5544,824,282.3,180.0,1.0,Semiurban,N
LP001307,Female,Yes,0,Graduate,No,1500,569,168.0,360.0,1.0,Rural,Y
LP001308,Male,No,0,Graduate,No,6472,0,220.8,360.0,1.0,Semiurban,Y
LP001309,Male,Yes,0,Not Graduate,No,7563,0,249.8,360.0,1.0,Urban,Y
LP001310,Female,No,0,Graduate,No,3116,0,151.7,360.0,1.0,Rural,Y
LP001311,Male,No,1,Graduate,No,4789,872,287.1,360.0,1.0,Semiurban,Y
LP001312,Male,Yes,0,Graduate,No,14364,1510,414.8,360.0,1.0,Rural,Y
LP001313,Male,Yes,0,Not Graduate,No,3283,2412,241.6,360.0,0.0,Semiurban,N
LP001314,Male,Yes,1,Graduate,No,2355,0,129.1,360.0,1.0,Rural,Y
LP001315,Female,Yes,0,Graduate,No,10818,2270,397.5,360.0,1.0,Semiurban,Y
LP001316,Female,Yes,0,Graduate,No,14437,1250,476.2,360.0,1.0,Urban,N
LP001317,Male,Yes,0,Graduate,No,4456,4537,354.9,360.0,1.0,Semiurban,Y
LP001318,Male,Yes,3+,Graduate,No,8159,0,310.6,480.0,1.0,Rural,Y
LP001319,Male,No,0,Graduate,No,9945,0,260.6,360.0,1.0,Urban,N
LP001320,Male,No,2,Graduate,No,2848,4570,229.8,180.0,1.0,Semiurban,N
LP001321,Male,Yes,0,Graduate,No,3323,0,148.4,360.0,1.0,Urban,Y
LP001322,Male,Yes,0,Graduate,No,9307,0,278.4,360.0,1.0,Urban,Y
LP001323,Male,Yes,1,Not Graduate,No,12222,0,298.9,360.0,1.0,Urban,Y
LP001324,Male,Yes,3+,Graduate,No,6233,4126,294.1,360.0,0.0,Rural,N
LP001325,Male,No,1,Not Graduate,No,2623,737,178.4,360.0,1.0,Urban,N
LP001326,Female,Yes,2,Graduate,No,14650,1013,489.9,360.0,1.0,Semiurban,Y
LP001327,Male,Yes,2,Graduate,Yes,3233,1512,235.3,360.0,1.0,Semiurban,Y
LP001328,Male,Yes,0,Graduate,No,3637,4752,343.7,180.0,1.0,Urban,Y
LP001329,Male,Yes,0,Graduate,No,5461,0,263.5,360.0,1.0,Urban,Y
LP001330,Male,No,1,Graduate,Yes,11299,1014,296.1,360.0,1.0,Semiurban,Y
LP001331,Male,No,0,Graduate,No,7423,0,310.5,360.0,0.0,Semiurban,N
LP001332,Male,Yes,2,Graduate,No,5703,1299,243.7,360.0,1.0,Urban,Y
LP001333,Male,Yes,3+,Not Graduate,No,5872,0,265.0,360.0,1.0,Rural,Y
LP001334,Male,Yes,0,Graduate,No,4564,0,203.4,360.0,1.0,Semiurban,Y
LP001335,Male,No,0,Not Graduate,No,6216,0,315.1,360.0,1.0,Urban,Y
LP001336,Male,No,2,Graduate,No,1500,0,112.1,360.0,1.0,Rural,Y
LP001337,Male,Yes,0,Graduate,No,3722,0,178.1,180.0,1.0,Rural,Y
LP001338,Female,Yes,2,Graduate,No,5139,0,279.3,360.0,1.0,Semiurban,N
LP001339,Male,No,0,Graduate,No,2229,1445,153.8,360.0,0.0,Urban,Y
LP001340,Male,Yes,1,Graduate,No,5607,1799,305.1,360.0,1.0,Rural,N
LP001341,Male,No,0,Graduate,No,3933,732,245.1,360.0,0.0,Semiurban,N
LP001342,Male,Yes,1,Graduate,No,12749,1384,446.4,360.0,1.0,Urban,Y
LP001343,Male,Yes,0,Graduate,No,11427,2823,472.9,360.0,1.0,Semiurban,N
LP001344,Male,Yes,1,Graduate,No,3362,4950,361.3,360.0,1.0,Urban,N
LP001345,Male,Yes,0,Not Graduate,No,4062,920,183.4,360.0,1.0,Urban,N
LP001346,Male,Yes,2,Not Graduate,No,4254,0,243.5,360.0,1.0,Rural,Y
LP001347,Male,No,2,Graduate,Yes,3391,0,202.0,360.0,1.0,Semiurban,Y
LP001348,Male,Yes,0,Not Graduate,Yes,4999,752,263.2,360.0,1.0,Urban,Y
LP001349,Male,Yes,0,Graduate,No,2821,3022,205.8,360.0,0.0,Urban,N
LP001350,Male,Yes,0,Graduate,No,2256,1203,204.4,300.0,1.0,Urban,Y
LP001351,Male,Yes,1,Not Graduate,No,6461,0,319.4,180.0,1.0,Rural,N
LP001352,Male,Yes,1,Graduate,No,6488,0,311.5,360.0,1.0,Urban,Y
LP001353,Female,Yes,0,Graduate,No,2744,1149,197.1,360.0,1.0,Rural,Y
LP001354,Male,No,0,Graduate,No,7609,0,223.3,360.0,1.0,Urban,N
LP001355,Male,Yes,0,Graduate,No,3044,1718,210.0,360.0,1.0,Urban,Y
LP001356,Male,Yes,1,Graduate,No,5176,1540,306.5,360.0,1.0,Rural,Y
LP001357,Male,Yes,0,Not Graduate,No,7275,1200,327.0,360.0,1.0,Semiurban,N
LP001358,Male,No,0,Graduate,No,4358,2499,264.1,360.0,1.0,Semiurban,Y
LP001359,Male,No,0,Graduate,No,5842,6358,285.3,180.0,1.0,Urban,Y
LP001360,Female,No,1,Not Graduate,No,3262,2203,232.2,360.0,1.0,Urban,N
LP001361,Male,Yes,0,Graduate,No,3952,4012,285.9,360.0,1.0,Rural,N
LP001362,Male,Yes,0,Graduate,No,3930,755,266.5,360.0,0.0,Rural,N
LP001363,Male,Yes,1,Graduate,No,2841,0,184.5,360.0,1.0,Urban,Y
LP001364,Male,Yes,1,Graduate,No,3999,0,187.7,360.0,0.0,Urban,N
LP001365,Male,Yes,0,Not Graduate,No,1756,0,137.8,360.0,0.0,Urban,Y
LP001366,Female,Yes,0,Graduate,Yes,3312,1190,174.4,120.0,1.0,Semiurban,Y
LP001367,Male,Yes,0,Not Graduate,No,3748,4602,361.8,360.0,1.0,Rural,Y
LP001368,Female,Yes,1,Graduate,No,3813,3885,266.7,360.0,1.0,Rural,Y
LP001369,Female,No,1,Not Graduate,No,3847,0,199.5,360.0,1.0,Urban,Y
LP001370,Male,Yes,0,Graduate,No,4285,0,198.5,360.0,1.0,Semiurban,Y
LP001371,Male,Yes,0,Not Graduate,Yes,5929,1741,308.6,360.0,1.0,Semiurban,Y
LP001372,Male,No,0,Graduate,No,7515,0,302.8,120.0,1.0,Semiurban,Y
LP001373,Male,Yes,3+,Not Graduate,No,3011,2259,259.4,360.0,1.0,Rural,N
LP001374,Male,No,0,Graduate,No,2160,549,151.1,360.0,1.0,Semiurban,Y
LP001375,Male,Yes,0,Graduate,No,2379,1071,174.7,360.0,0.0,Rural,N
LP001376,Male,Yes,0,Not Graduate,No,3319,0,154.9,36.0,1.0,Urban,Y
LP001377,Male,No,0,Graduate,No,3600,0,209.0,360.0,1.0,Rural,Y
LP001378,Female,No,0,Not Graduate,No,2801,0,135.5,360.0,1.0,Urban,N
LP001379,Male,No,0,Graduate,No,2043,1783,210.1,360.0,0.0,Urban,N
LP001380,Female,Yes,0,Graduate,No,3382,2208,284.5,360.0,1.0,Urban,Y
LP001381,Male,Yes,2,Graduate,Yes,4958,0,270.1,360.0,1.0,Rural,N
LP001382,Male,Yes,0,Graduate,No,6355,3245,310.9,360.0,1.0,Urban,Y
LP001383,Male,Yes,0,Graduate,No,3182,3004,250.8,360.0,1.0,Urban,Y
LP001384,Male,No,2,Graduate,No,3471,0,154.1,360.0,1.0,Urban,Y
LP001385,Female,Yes,1,Graduate,No,2550,525,194.4,360.0,1.0,Semiurban,Y
LP001386,Male,No,0,Graduate,No,4363,1517,286.2,360.0,1.0,Urban,Y
LP001387,Female,Yes,0,Graduate,No,2672,0,148.2,360.0,1.0,Rural,Y
LP001388,Male,Yes,0,Graduate,Yes,6272,0,248.0,360.0,1.0,Semiurban,Y
LP001389,Male,Yes,1,Graduate,No,1523,3285,260.6,360.0,1.0,Semiurban,N
LP001390,Male,No,0,Graduate,No,3583,2698,302.4,360.0,1.0,Semiurban,Y
LP001391,Female,No,1,Graduate,No,5327,2606,255.2,360.0,1.0,Urban,Y
LP001392,Male,No,0,Not Graduate,No,4965,1353,264.4,360.0,1.0,Semiurban,N
LP001393,Male,No,2,Not Graduate,No,22377,1824,433.8,360.0,1.0,Urban,Y
LP001394,Male,No,0,Graduate,No,5485,0,196.5,60.0,1.0,Semiurban,N
LP001395,Male,No,0,Graduate,No,2434,1032,227.6,12.0,1.0,Semiurban,N
LP001396,Male,Yes,0,Not Graduate,No,4199,6187,380.2,360.0,1.0,Rural,Y
LP001397,Female,Yes,3+,Graduate,No,1531,0,142.4,360.0,1.0,Semiurban,N
LP001398,Female,Yes,0,Graduate,No,4237,5053,248.0,360.0,1.0,Rural,N
LP001399,Male,No,1,Graduate,Yes,2697,746,221.0,360.0,0.0,Semiurban,N
LP001400,Male,No,0,Not Graduate,No,7701,0,249.8,360.0,1.0,Urban,Y
LP001401,Male,Yes,0,Graduate,No,3197,1193,199.7,360.0,1.0,Semiurban,N
LP001402,Male,No,0,Graduate,No,4146,0,213.8,360.0,1.0,Semiurban,N
LP001403,Female,No,0,Not Graduate,No,3037,0,145.3,360.0,1.0,Rural,Y
LP001404,Male,Yes,2,Not Graduate,No,12623,0,408.4,360.0,0.0,Rural,N
LP001405,Female,Yes,0,Graduate,No,3667,1106,233.1,360.0,1.0,Semiurban,Y
LP001406,Male,No,1,Graduate,Yes,13353,699,329.5,360.0,1.0,Urban,N
LP001407,Female,Yes,2,Not Graduate,No,7248,0,236.9,300.0,1.0,Urban,Y
LP001408,Male,No,3+,Graduate,No,5938,1879,245.5,36.0,1.0,Semiurban,Y
LP001409,Male,Yes,0,Graduate,No,5548,0,192.6,360.0,1.0,Semiurban,Y
LP001410,Female,No,0,Graduate,No,5632,3884,249.8,360.0,1.0,Rural,Y
LP001411,Male,No,0,Not Graduate,No,1500,1916,219.8,360.0,1.0,Rural,Y
LP001412,Male,No,0,Graduate,No,3761,7323,266.0,360.0,1.0,Rural,Y
LP001413,Female,Yes,3+,Not Graduate,No,7384,2337,253.7,360.0,1.0,Rural,N
LP001414,Female,No,0,Not Graduate,No,4318,0,220.7,360.0,1.0,Urban,N
LP001415,Male,No,2,Graduate,No,1913,0,163.1,360.0,0.0,Semiurban,N
LP001416,Male,Yes,0,Graduate,Yes,4309,1662,231.1,360.0,1.0,Semiurban,Y
LP001417,Male,No,1,Graduate,Yes,12362,1578,357.1,84.0,1.0,Semiurban,Y
LP001418,Male,Yes,0,Graduate,Yes,9396,0,329.0,360.0,1.0,Urban,Y
LP001419,Male,Yes,2,Graduate,No,4284,0,190.6,360.0,1.0,Rural,Y
LP001420,Male,Yes,0,Graduate,No,7870,0,225.3,36.0,1.0,Rural,Y
LP001421,Male,Yes,2,Graduate,No,3569,2254,274.9,360.0,0.0,Rural,N
LP001422,Female,Yes,2,Not Graduate,No,1599,0,137.5,360.0,1.0,Rural,Y
LP001423,Male,No,1,Graduate,No,2553,5823,308.5,360.0,1.0,Rural,Y
LP001424,Male,Yes,0,Graduate,No,11358,3719,443.6,12.0,1.0,Semiurban,Y
LP001425,Male,No,0,Graduate,No,3772,3403,297.6,36.0,1.0,Rural,Y
LP001426,Male,Yes,0,Graduate,No,3842,0,174.1,360.0,1.0,Urban,N
LP001427,Male,Yes,0,Graduate,Yes,3714,2622,241.1,360.0,1.0,Semiurban,Y
LP001428,Male,Yes,0,Graduate,No,13939,0,317.5,360.0,1.0,Rural,Y
LP001429,Female,No,3+,Graduate,No,11796,786,302.3,360.0,1.0,Rural,Y
LP001430,Male,Yes,0,Graduate,No,16835,1564,476.7,360.0,1.0,Semiurban,Y
LP001431,Male,Yes,0,Graduate,Yes,4042,0,240.8,360.0,1.0,Semiurban,Y
LP001432,Male,No,0,Graduate,No,5310,2605,350.9,360.0,1.0,Urban,Y
LP001433,Male,Yes,0,Graduate,No,1790,4727,277.9,300.0,1.0,Urban,Y
LP001434,Male,Yes,1,Not Graduate,No,10787,1315,305.4,360.0,1.0,Rural,Y
LP001435,Male,Yes,0,Graduate,Yes,2206,0,124.9,360.0,1.0,Semiurban,Y
LP001436,Male,No,3+,Graduate,No,5064,1497,301.3,360.0,1.0,Semiurban,N
LP001437,Male,Yes,0,Graduate,No,2302,3787,262.8,360.0,1.0,Semiurban,Y
LP001438,Male,No,0,Graduate,No,3123,2911,266.2,360.0,1.0,Semiurban,Y
LP001439,Female,Yes,2,Graduate,No,2690,2696,269.5,360.0,1.0,Semiurban,Y
LP001440,Male,No,0,Graduate,No,3087,0,197.5,360.0,1.0,Rural,Y
LP001441,Male,No,3+,Graduate,Yes,3218,816,238.3,360.0,1.0,Semiurban,Y
LP001442,Male,Yes,0,Graduate,No,3200,2866,201.3,360.0,1.0,Urban,Y
LP001443,Male,Yes,2,Graduate,No,7331,1114,332.8,360.0,1.0,Semiurban,Y
LP001444,Male,No,0,Graduate,No,2291,9217,405.1,180.0,1.0,Semiurban,Y
LP001445,Male,Yes,2,Graduate,No,5076,0,208.7,360.0,1.0,Rural,Y
LP001446,Female,Yes,2,Not Graduate,No,9235,0,332.6,360.0,0.0,Urban,Y
LP001447,Female,Yes,2,Graduate,No,3268,0,169.9,360.0,1.0,Rural,N
LP001448,Male,No,2,Graduate,No,2890,0,211.6,360.0,1.0,Urban,Y
LP001449,Male,No,0,Graduate,No,3872,1689,190.2,360.0,1.0,Semiurban,Y
LP001450,Male,No,0,Graduate,No,9025,0,320.1,360.0,1.0,Urban,Y
LP001451,Male,Yes,0,Graduate,No,4996,0,194.4,360.0,1.0,Semiurban,Y
LP001452,Male,Yes,0,Graduate,No,3233,1197,237.5,360.0,1.0,Rural,Y
LP001453,Male,No,1,Graduate,No,5945,7504,320.5,180.0,1.0,Semiurban,Y
LP001454,Male,Yes,0,Graduate,No,2295,2068,188.5,360.0,1.0,Urban,N
LP001455,Female,Yes,0,Graduate,No,6692,3422,249.8,360.0,1.0,Semiurban,Y
LP001456,Male,Yes,1,Graduate,No,5682,0,291.9,180.0,1.0,Urban,Y
LP001457,Male,Yes,2,Graduate,No,3697,2576,223.2,480.0,1.0,Rural,Y
LP001458,Male,Yes,0,Graduate,No,2688,2484,249.8,360.0,1.0,Urban,Y
LP001459,Male,Yes,2,Graduate,No,2612,0,186.0,360.0,1.0,Urban,Y
LP001460,Male,Yes,3+,Not Graduate,No,6129,8190,389.0,360.0,1.0,Rural,Y
LP001461,Male,Yes,0,Graduate,No,9296,4931,461.3,360.0,1.0,Urban,Y
LP001462,Male,No,1,Graduate,No,3033,0,149.8,360.0,0.0,Semiurban,N
LP001463,Male,Yes,2,Graduate,Yes,5854,0,265.4,360.0,1.0,Semiurban,Y
LP001464,Male,Yes,0,Not Graduate,No,1500,0,110.4,360.0,1.0,Urban,Y
LP001465,Male,No,0,Graduate,No,3131,0,153.0,360.0,1.0,Rural,N
LP001466,Female,Yes,0,Graduate,No,4364,2563,293.4,120.0,0.0,Semiurban,N
LP001467,Male,No,0,Graduate,No,2576,2284,236.4,360.0,1.0,Semiurban,N
LP001468,Male,No,0,Graduate,No,2535,0,182.9,360.0,1.0,Rural,Y
LP001469,Female,Yes,0,Graduate,No,2978,5503,273.0,360.0,1.0,Semiurban,Y
LP001470,Male,Yes,0,Graduate,No,5299,2974,288.5,36.0,1.0,Urban,Y
LP001471,Female,No,0,Not Graduate,Yes,3974,958,218.3,360.0,1.0,Semiurban,Y
LP001472,Male,No,3+,Graduate,No,1500,5186,325.1,360.0,1.0,Rural,N
LP001473,Female,Yes,0,Graduate,No,1500,0,113.8,300.0,1.0,Semiurban,Y
LP001474,Male,Yes,3+,Not Graduate,No,3089,18150,428.8,360.0,1.0,Urban,N
LP001475,Female,Yes,0,Graduate,No,5852,910,249.3,360.0,0.0,Semiurban,N
LP001476,Male,Yes,0,Graduate,No,1500,2368,208.2,360.0,1.0,Urban,N
LP001477,Male,Yes,0,Graduate,No,3295,465,176.5,360.0,1.0,Rural,Y
LP001478,Male,No,0,Graduate,No,3242,0,220.5,360.0,1.0,Urban,Y
LP001479,Male,No,0,Graduate,No,10229,1361,312.0,360.0,1.0,Urban,Y
LP001480,Female,Yes,1,Not Graduate,No,3529,0,228.3,360.0,1.0,Urban,Y
LP001481,Male,Yes,0,Graduate,No,5595,1161,218.2,360.0,1.0,Semiurban,Y
LP001482,Male,Yes,1,Graduate,No,4840,612,257.3,360.0,1.0,Rural,Y
LP001483,Male,Yes,1,Graduate,No,1500,0,149.5,360.0,1.0,Semiurban,N
LP001484,Male,Yes,0,Not Graduate,No,7050,501,239.2,360.0,1.0,Rural,Y
LP001485,Male,Yes,0,Not Graduate,No,5060,0,281.2,240.0,1.0,Semiurban,N
LP001486,Male,No,2,Not Graduate,No,6032,470,256.4,180.0,1.0,Semiurban,N
LP001487,Female,Yes,0,Graduate,No,46898,2038,700.0,360.0,1.0,Semiurban,Y
LP001488,Male,Yes,0,Graduate,No,1500,466,155.9,360.0,1.0,Urban,N
LP001489,Male,No,0,Graduate,No,12516,1596,350.7,360.0,1.0,Urban,Y
LP001490,Female,No,0,Graduate,No,3742,6312,279.0,360.0,1.0,Rural,N
LP001491,Female,No,1,Graduate,No,5283,2572,262.0,360.0,1.0,Semiurban,Y
LP001492,Male,Yes,0,Graduate,No,4327,1091,194.3,300.0,1.0,Semiurban,Y
LP001493,Male,Yes,0,Graduate,No,3447,1955,199.6,180.0,1.0,Rural,Y
LP001494,Male,Yes,0,Graduate,No,3159,0,149.3,360.0,1.0,Rural,Y
LP001495,Male,No,0,Graduate,Yes,5419,2781,283.8,360.0,0.0,Semiurban,N
LP001496,Male,No,0,Graduate,Yes,1789,0,156.2,360.0,1.0,Urban,Y
LP001497,Male,Yes,0,Graduate,No,6976,3025,271.2,360.0,1.0,Semiurban,Y
LP001498,Male,No,1,Graduate,No,3464,0,158.6,360.0,1.0,Rural,N
LP001499,Male,Yes,0,Graduate,No,2257,0,164.6,360.0,1.0,Rural,Y
LP001500,Female,Yes,0,Graduate,Yes,3394,1419,194.0,360.0,1.0,Rural,Y
LP001501,Male,Yes,0,Graduate,No,9454,3112,296.7,360.0,1.0,Rural,Y
LP001502,Male,Yes,2,Graduate,No,3225,0,156.2,360.0,1.0,Semiurban,Y
LP001503,Male,Yes,1,Graduate,Yes,5514,0,288.5,360.0,1.0,Rural,N
LP001504,Male,Yes,0,Not Graduate,No,2868,1002,232.2,180.0,1.0,Urban,Y
LP001505,Female,No,1,Graduate,No,7007,2296,292.4,180.0,1.0,Semiurban,Y
LP001506,Male,Yes,0,Graduate,No,6709,0,285.3,360.0,1.0,Urban,Y
LP001507,Male,Yes,0,Graduate,No,13482,0,383.9,360.0,1.0,Rural,Y
LP001508,Female,No,0,Graduate,No,4002,1427,259.0,360.0,0.0,Rural,N
LP001509,Female,No,2,Graduate,No,6642,0,287.2,180.0,1.0,Semiurban,Y
LP001510,Female,No,0,Graduate,Yes,4716,1390,269.0,360.0,1.0,Rural,N
LP001511,Male,No,0,Not Graduate,No,9677,1878,311.6,360.0,1.0,Rural,Y
LP001512,Male,No,0,Graduate,No,2889,9126,249.8,360.0,1.0,Semiurban,N
LP001513,Male,Yes,0,Not Graduate,No,6953,0,265.4,360.0,0.0,Urban,Y
LP001514,Female,Yes,2,Graduate,Yes,3956,546,249.8,360.0,0.0,Rural,N
LP001515,Female,Yes,2,Graduate,No,4279,3458,295.0,360.0,1.0,Urban,N
LP001516,Male,Yes,2,Not Graduate,No,4698,1242,288.9,360.0,0.0,Semiurban,N
LP001517,Male,Yes,0,Graduate,No,5173,1599,328.1,360.0,1.0,Urban,Y
LP001518,Male,No,0,Graduate,No,4147,1156,199.9,360.0,1.0,Rural,Y
LP001519,Female,Yes,0,Graduate,No,5058,1665,290.1,180.0,0.0,Urban,N
LP001520,Male,Yes,0,Graduate,No,11462,6117,465.6,360.0,1.0,Rural,Y
LP001521,Male,Yes,0,Graduate,No,8032,3503,426.4,240.0,1.0,Semiurban,Y
LP001522,Male,No,2,Graduate,Yes,7491,3653,420.0,360.0,1.0,Semiurban,Y
LP001523,Male,Yes,0,Graduate,No,3383,741,226.7,360.0,1.0,Urban,Y
LP001524,Female,No,0,Graduate,No,2608,0,146.3,360.0,1.0,Semiurban,Y
LP001525,Female,Yes,0,Graduate,No,7888,273,334.1,360.0,0.0,Rural,Y
LP001526,Female,Yes,0,Graduate,No,7522,1133,247.5,360.0,1.0,Semiurban,Y
LP001527,Male,Yes,0,Graduate,No,10760,0,380.8,360.0,1.0,Urban,Y
LP001528,Male,No,0,Graduate,No,3095,0,215.0,360.0,0.0,Urban,N
LP001529,Male,Yes,2,Graduate,No,3874,1711,229.7,360.0,1.0,Rural,Y
LP001530,Male,No,3+,Graduate,No,1662,1967,207.6,180.0,0.0,Semiurban,N
LP001531,Female,Yes,0,Not Graduate,No,3514,1233,216.7,360.0,1.0,Semiurban,N
LP001532,Female,Yes,0,Graduate,No,8086,0,283.9,360.0,1.0,Semiurban,N
LP001533,Male,No,0,Graduate,No,3361,3415,244.1,360.0,1.0,Rural,N
LP001534,Male,No,0,Graduate,No,6530,0,294.4,360.0,1.0,Semiurban,N
LP001535,Male,No,2,Graduate,Yes,3966,2464,313.1,360.0,1.0,Semiurban,Y
LP001536,Male,No,0,Graduate,No,5401,0,287.4,360.0,1.0,Semiurban,N
LP001537,Female,No,0,Not Graduate,No,2233,0,130.5,360.0,1.0,Rural,Y
LP001538,Female,No,0,Graduate,No,4680,0,260.8,360.0,1.0,Semiurban,Y
LP001539,Male,No,0,Not Graduate,No,1500,0,139.7,360.0,1.0,Semiurban,Y
LP001540,Male,No,2,Not Graduate,No,3975,0,181.5,360.0,0.0,Semiurban,N
LP001541,Male,No,0,Not Graduate,Yes,1671,0,106.3,360.0,1.0,Urban,Y
LP001542,Female,Yes,0,Not Graduate,No,9169,1191,295.4,360.0,1.0,Rural,Y
LP001543,Male,No,0,Graduate,No,7090,2268,374.2,360.0,0.0,Urban,N
LP001544,Male,Yes,0,Graduate,No,5884,0,264.6,360.0,1.0,Rural,Y
LP001545,Male,No,2,Graduate,Yes,11076,2290,414.1,360.0,0.0,Rural,N
LP001546,Male,No,3+,Graduate,No,2516,0,144.7,360.0,0.0,Semiurban,Y
LP001547,Male,Yes,3+,Graduate,No,12688,2308,438.3,360.0,0.0,Rural,N
LP001548,Male,No,2,Graduate,No,7780,0,224.2,180.0,1.0,Rural,Y
LP001549,Male,Yes,0,Graduate,No,3858,0,190.3,360.0,1.0,Rural,N
LP001550,Male,Yes,1,Graduate,No,8790,3918,249.8,360.0,1.0,Urban,Y
LP001551,Male,No,0,Graduate,Yes,2289,1692,171.6,360.0,1.0,Urban,Y
LP001552,Male,Yes,0,Graduate,Yes,2711,3377,291.4,360.0,1.0,Urban,Y
LP001553,Female,No,2,Graduate,No,3086,2429,211.8,360.0,1.0,Rural,Y
LP001554,Male,No,0,Not Graduate,No,3237,1026,227.1,360.0,1.0,Semiurban,N
LP001555,Male,Yes,3+,Graduate,No,2359,0,150.9,360.0,0.0,Semiurban,N
LP001556,Female,Yes,0,Graduate,No,9263,0,326.7,360.0,1.0,Semiurban,Y
LP001557,Male,Yes,1,Graduate,No,3807,0,164.2,360.0,1.0,Semiurban,N
LP001558,Male,Yes,1,Graduate,No,5494,0,187.2,360.0,1.0,Urban,N
LP001559,Male,No,3+,Graduate,No,3158,2460,289.6,360.0,1.0,Semiurban,Y
LP001560,Male,Yes,1,Graduate,No,1500,869,141.4,360.0,1.0,Semiurban,Y
LP001561,Male,Yes,1,Graduate,No,5229,0,269.7,360.0,1.0,Rural,Y
LP001562,Male,Yes,0,Graduate,No,1500,2982,267.7,360.0,1.0,Urban,Y
LP001563,Male,Yes,0,Graduate,No,4267,1220,208.7,360.0,1.0,Rural,Y
LP001564,Male,No,0,Graduate,No,1956,0,128.2,360.0,1.0,Semiurban,N
LP001565,Male,Yes,2,Graduate,No,14652,0,423.0,360.0,0.0,Semiurban,N
LP001566,Male,No,0,Graduate,No,7683,0,346.1,360.0,0.0,Rural,N
LP001567,Male,Yes,1,Graduate,No,4738,0,266.6,360.0,1.0,Rural,Y
LP001568,Male,No,0,Not Graduate,No,9492,0,249.8,360.0,0.0,Urban,Y
LP001569,Male,Yes,0,Graduate,No,2676,490,207.8,360.0,1.0,Rural,Y
LP001570,Female,Yes,1,Graduate,No,6161,0,212.2,360.0,0.0,Rural,N
LP001571,Male,No,0,Graduate,No,5013,0,280.8,360.0,1.0,Rural,N
LP001572,Male,Yes,0,Graduate,Yes,5210,3113,360.0,360.0,1.0,Urban,Y
LP001573,Male,No,0,Graduate,No,9541,1225,284.9,60.0,1.0,Semiurban,Y
LP001574,Male,No,3+,Graduate,No,6901,6470,341.0,12.0,1.0,Urban,Y
LP001575,Male,Yes,2,Not Graduate,No,5288,0,192.7,180.0,1.0,Urban,N
LP001576,Female,Yes,0,Graduate,No,1647,0,249.8,360.0,1.0,Semiurban,Y
LP001577,Female,No,0,Graduate,No,2499,1707,241.5,360.0,0.0,Rural,N
LP001578,Male,Yes,0,Graduate,No,4131,0,197.2,12.0,1.0,Semiurban,N
LP001579,Female,Yes,2,Graduate,No,4703,0,180.5,360.0,1.0,Urban,Y
LP001580,Male,Yes,1,Graduate,No,2257,4436,246.5,180.0,1.0,Semiurban,Y
LP001581,Male,Yes,0,Graduate,No,18901,1523,567.7,360.0,1.0,Rural,Y
LP001582,Male,Yes,0,Graduate,No,11046,926,376.9,360.0,1.0,Semiurban,Y
LP001583,Male,No,0,Graduate,No,6382,5401,339.1,360.0,0.0,Rural,N
LP001584,Male,No,1,Graduate,No,4643,1845,221.5,360.0,1.0,Urban,Y
LP001585,Male,No,2,Not Graduate,No,3915,0,249.0,360.0,1.0,Rural,N
LP001586,Male,No,0,Graduate,No,2512,0,187.0,360.0,1.0,Rural,Y
LP001587,Male,Yes,0,Not Graduate,No,4658,0,199.4,360.0,0.0,Urban,N
LP001588,Male,No,0,Graduate,No,5190,0,187.7,360.0,1.0,Rural,Y
LP001589,Male,Yes,3+,Not Graduate,No,2111,1322,151.5,180.0,1.0,Semiurban,Y
LP001590,Male,Yes,0,Graduate,No,5434,1821,228.3,180.0,1.0,Semiurban,Y
LP001591,Male,Yes,2,Not Graduate,No,4051,2101,264.4,360.0,1.0,Semiurban,Y
LP001592,Male,Yes,1,Not Graduate,No,1500,0,150.8,360.0,1.0,Semiurban,Y
LP001593,Male,No,0,Graduate,No,2653,0,167.1,360.0,1.0,Rural,Y
LP001594,Male,No,0,Not Graduate,No,3469,0,221.7,360.0,1.0,Semiurban,Y
LP001595,Male,Yes,0,Graduate,No,13802,0,372.3,360.0,1.0,Urban,Y
LP001596,Female,Yes,1,Graduate,No,6210,0,280.8,360.0,1.0,Urban,Y
LP001597,Male,Yes,2,Graduate,No,1995,2368,237.6,360.0,1.0,Urban,Y
LP001598,Male,Yes,1,Graduate,No,5952,1626,240.3,360.0,0.0,Urban,N
LP001599,Male,Yes,0,Graduate,No,1757,5164,253.1,360.0,1.0,Rural,Y
LP001600,Male,Yes,0,Graduate,No,8515,1736,349.9,360.0,1.0,Semiurban,N
LP001601,Male,No,3+,Graduate,No,3352,2350,196.8,360.0,1.0,Semiurban,Y
LP001602,Male,No,2,Graduate,No,4204,0,197.3,360.0,1.0,Urban,N
LP001603,Male,Yes,0,Not Graduate,No,9852,0,327.8,360.0,1.0,Urban,Y
LP001604,Male,Yes,0,Graduate,No,2054,0,181.0,180.0,0.0,Urban,N
